ID,Name,Activity,Start,Finish,PGMA,System,MU
,TRYV - Extraction Line QCNRVs( PGMA - 80918),OTH,2024-05-28,2025-02-11,ÿÿ80918,ESP,
,Manufacturing,MFG,2024-05-28,2024-11-27,80918,ESP,TRY
,Dispatch,DIS,2024-08-28,2025-02-11,80918,ESP,TRY
,TRYV - HP Bypass System - Oil Supply System Valves( PGMA - 22100),OTH,2024-05-28,2025-02-11,ÿÿ22100,ESP,
,Manufacturing,MFG,2024-05-28,2024-11-27,22100,ESP,TRY
,Dispatch,DIS,2024-08-28,2025-02-11,22100,ESP,TRY
,TRYV - HP Bypass System - HP Bypass valve ASSY valves( PGMA - 22101),OTH,2024-05-28,2025-02-11,ÿÿ22101,ESP,
,Manufacturing,MFG,2024-05-28,2024-11-27,22101,ESP,TRY
,Dispatch,DIS,2024-08-28,2025-02-11,22101,ESP,TRY
,TRYV - HP Bypass System - Oil Piping HP Bypass Valves( PGMA - 22600),OTH,2024-05-28,2025-02-11,ÿÿ22600,ESP,
,Manufacturing,MFG,2024-05-28,2024-11-27,22600,ESP,TRY
,Dispatch,DIS,2024-08-28,2025-02-11,22600,ESP,TRY
,TRYV - HP Bypass System - Common HP Oil Piping Valves( PGMA - 22601),OTH,2024-05-28,2025-02-11,ÿÿ22601,ESP,
,Manufacturing,MFG,2024-05-28,2024-11-27,22601,ESP,TRY
,Dispatch,DIS,2024-08-28,2025-02-11,22601,ESP,TRY
,TRYV - HP Bypass System - Hand Tools( PGMA - 22701),OTH,2024-05-28,2025-02-11,ÿÿ22701,ESP,
,Manufacturing,MFG,2024-05-28,2024-11-27,22701,ESP,TRY
,Dispatch ,DIS,2024-08-28,2025-02-11,22701,ESP,TRY
,TRYV - HP Bypass System - Special Equipments( PGMA - 22889),OTH,2024-05-28,2025-02-11,ÿÿ22889,ESP,
,Manufacturing,MFG,2024-05-28,2024-11-27,22889,ESP,TRY
,Dispatch,DIS,2024-08-28,2025-02-11,22889,ESP,TRY
,TRYV - HP Bypass System - Common Spares( PGMA - 22988),OTH,2024-05-28,2025-02-11,ÿÿ22988,ESP,
,Manufacturing,MFG,2024-05-28,2024-11-27,22988,ESP,TRY
,Dispatch,DIS,2024-08-28,2025-02-11,22988,ESP,TRY
,TRYV - Root Valves (Normal Measurement+PG Test) ( PGMA - 80914),OTH,2024-05-28,2025-02-11,ÿÿ80914,ESP,
,Manufacturing,MFG,2024-05-28,2024-11-27,80914,ESP,TRY
,Dispatch,DIS,2024-08-28,2025-02-11,80914,ESP,TRY
,TRYV - SG Integral Piping Valves ( PGMA - 80905),OTH,2024-05-28,2025-02-11,ÿÿ80905,ESP,
,Manufacturing,MFG,2024-05-28,2024-11-27,80905,ESP,TRY
,Dispatch,DIS,2024-08-28,2025-02-11,80905,ESP,TRY
,TRYV - Low Pressure piping valves ( PGMA - 80277),OTH,2024-05-28,2025-02-11,ÿÿ80277,ESP,
,Manufacturing,MFG,2024-05-28,2024-11-27,80277,ESP,TRY
,Dispatch,DIS,2024-08-28,2025-02-11,80277,ESP,TRY
,TRYV - Heat Exchanger and Fabrication Water Expansion Relief Valves (WERV)( PGMA - 80278),PE-RFC,2024-05-28,2025-02-11,,ESP,
,Manufacturing,MFG,2024-05-28,2024-11-27,80278,ESP,TRY
,Dispatch,DIS,2024-08-28,2025-02-11,80278,ESP,TRY
,TRYV - BFP Drive Turbine Valves including SRV and QCNRV's ( PGMA - 80279),OTH,2024-05-28,2025-02-11,ÿÿ80279,ESP,
,Manufacturing,MFG,2024-05-28,2024-11-27,80279,ESP,TRY
,Dispatch,DIS,2024-08-28,2025-02-11,80279,ESP,TRY
,TRYV - Acid Cleaning Valves ( PGMA - 80917),OTH,2024-05-28,2025-02-11,ÿÿ80917,ESP,
,Manufacturing,MFG,2024-05-28,2024-11-27,80917,ESP,TRY
,Dispatch,DIS,2024-08-28,2025-02-11,80917,ESP,TRY
,TRYV - Steam Blowing Valves ( PGMA - 80918),OTH,2024-05-28,2025-02-11,ÿÿ80918,ESP,
,Manufacturing,MFG,2024-05-28,2024-11-27,80918,ESP,TRY
,Dispatch,DIS,2024-08-28,2025-02-11,80918,ESP,TRY
,BOI-PEM - BUTTERFLY VALVES (STEAM SERVICE) ,OTH,2022-09-27,2024-07-14,,ESP,
,Ordering,OTH,2023-10-19,2024-01-16,,ESP,PEM
,Detailed Engineering,ENG,2024-01-17,2024-06-14,,ESP,PEM
,Manufacturing,MFG,2022-09-27,2023-02-23,,ESP,PEM
,Dispatch,DIS,2024-06-15,2024-07-14,,ESP,PEM
,BOI-PEM - BALL VALVES ,OTH,2023-10-19,2024-12-11,,ESP,
,Ordering,OTH,2023-10-19,2024-01-16,,ESP,PEM
,Detailed Engineering,ENG,2024-01-17,2024-06-14,,ESP,PEM
,Manufacturing,MFG,2024-06-15,2024-11-11,,ESP,PEM
,Dispatch,DIS,2024-11-12,2024-12-11,,ESP,PEM
,BOI-PEM - AIR RELEASE VALVES ,OTH,2023-08-23,2024-11-14,,ESP,
,Ordering,OTH,2023-08-23,2023-11-20,,ESP,PEM
,Detailed Engineering,ENG,2023-11-21,2024-04-18,,ESP,PEM
,Manufacturing,MFG,2024-04-19,2024-09-15,,ESP,PEM
,Dispatch,DIS,2024-09-16,2024-10-15,,ESP,PEM
,Dispatch,DIS,2024-10-16,2024-11-14,,ESP,PEM
,BOI-PEM - LUBE OIL TRANSFER PUMPS,OTH,2024-01-30,2025-03-24,,ESP,
,Ordering,OTH,2024-01-30,2024-04-28,,ESP,PEM
,Detailed Engineering,ENG,2024-04-29,2024-09-25,,ESP,PEM
,Manufacturing,MFG,2024-09-26,2025-02-22,,ESP,PEM
,Dispatch,DIS,2025-02-23,2025-03-24,,ESP,PEM
,BOI-PEM - SUMP PUMPS/SUBMERSIBLE PUMPS,OTH,2023-11-01,2024-12-24,,ESP,
,Ordering,OTH,2023-11-01,2024-01-29,,ESP,PEM
,Detailed Engineering,ENG,2024-01-30,2024-06-27,,ESP,PEM
,Manufacturing,MFG,2024-06-28,2024-11-24,,ESP,PEM
,Dispatch,DIS,2024-11-25,2024-12-24,,ESP,PEM
,BPL - Butterfly Valve,OTH,2023-04-26,2025-05-22,,ESP,
,"Engineering, INDENTING AND PROCUREMENT ",ENG,2023-04-26,2024-03-23,,ESP,BPL
,Manufacturing & TESTING ,MFG,2024-03-24,2025-03-23,,ESP,BPL
, Dispatch ,DIS,2025-03-24,2025-04-22,,ESP,BPL
,RECEIPT AT SITE ,OTH,2025-04-23,2025-05-22,,ESP,BPL
,Erection,ERC,2024-11-28,2026-02-02,,ESP,PSWR
, DRIP LINES AND DRAINS,ERC,2025-09-14,2025-12-31,,ESP,
,"Erection, welding and supports for drip and drain lines & valves",ERC,2025-09-14,2025-12-25,,ESP,PSWR
,Hydro test of drip and drain lines,OTH,2025-12-26,2025-12-31,,ESP,
, HRH PIPING,ERC,2025-05-02,2025-11-28,,ESP,
,"Preassembly, Erection and align of HRH Pipe to IV",ERC,2025-05-02,2025-08-29,,ESP,PSWR
,P-91 welding of HRH Pipe up to IV,OTH,2025-05-02,2025-09-28,,ESP,
,Erection of hangers of HRH up to IV,ERC,2025-06-01,2025-10-28,,ESP,PSWR
,erection and align HRH line from IV to turbine,OTH,2025-10-29,2025-11-10,,ESP,
,P-91 welding of HRH upto turbine,OTH,2025-11-11,2025-11-19,,ESP,
,Erection of supports up to turbine,ERC,2025-11-20,2025-11-28,,ESP,PSWR
, LP AND HP BYPASS PIPING,ERC,2025-08-23,2026-01-25,,ESP,
,Erection of LP BP upstream and downstream,ERC,2025-08-23,2025-09-15,,ESP,PSWR
,Erection of LP warm up piping,ERC,2025-09-16,2025-09-27,,ESP,PSWR
,P-91 welding on LPBP piping,OTH,2025-09-28,2025-10-21,,ESP,
,Erection of hangers of LPBP piping,ERC,2025-10-22,2025-11-08,,ESP,PSWR
,Erection of HP Bp upstream and downstream,ERC,2025-11-09,2025-12-02,,ESP,PSWR
,Erection of HP warm up piping,ERC,2025-12-03,2025-12-14,,ESP,PSWR
,P-91 welding on HPBP piping,OTH,2025-12-15,2026-01-07,,ESP,
,Erection of hangers of HPBP,ERC,2026-01-08,2026-01-25,,ESP,PSWR
,Condensate PIPING,ERC,2025-03-09,2025-09-04,,ESP,
,"Erection, welding, valves and supports for Condensate line",ERC,2025-03-09,2025-09-04,,ESP,PSWR
, BOILER FEED LINE PIPING,ERC,2025-02-17,2025-10-11,,ESP,
,"Erection, welding, valves and supports for BFD and suction lines",ERC,2025-02-17,2025-08-15,,ESP,PSWR
,Hydro test of BFD lines,OTH,2025-08-16,2025-08-21,,ESP,
,Thermal insulation,OTH,2025-08-22,2025-10-11,,ESP,
, MAIN STEAM PIPING,ERC,2024-11-28,2025-08-29,,ESP,
,for Condensate and align MS Pipe from SH header to BSV,OTH,2024-11-28,2025-01-26,,ESP,
,P-91 welding and SR of MS Pipe from SH header to BSV,OTH,2024-11-28,2025-02-25,,ESP,
,Erection of hangers from SH header to BSV,ERC,2024-12-28,2025-03-27,,ESP,PSWR
,for Condensate and align of MS Pipe from BSV to ESV,OTH,2025-04-02,2025-06-30,,ESP,
,P-91 welding and SR of MS Pipe from BSV to ESV,OTH,2025-04-02,2025-07-30,,ESP,
,Erection of hangers of MS Pipe from BSV to ESV,ERC,2025-05-02,2025-08-29,,ESP,PSWR
, EXTRACTION PIPING,ERC,2025-08-10,2025-12-29,,ESP,
,"Extraction piping to LPH-1, 2, 3",OTH,2025-08-10,2025-09-02,,ESP,
,Extraction piping to Deaerator,OTH,2025-09-03,2025-09-14,,ESP,
,"Extraction piping to HPH 6, 7",OTH,2025-09-15,2025-10-02,,ESP,
,Erection piping to TDBFP,ERC,2025-10-03,2025-10-28,,ESP,PSWR
,HP welding on ext. lines,OTH,2025-10-29,2025-12-03,,ESP,
,Erection of hangers,ERC,2025-12-04,2025-12-29,,ESP,PSWR
, CRH PIPING,ERC,2025-04-02,2025-08-29,,ESP,
,ext. and align of CRH Pipe from Turbine to RH header,OTH,2025-04-02,2025-06-30,,ESP,
,P-91 welding and SR in main CRH Pipe from Turbine to RH header,OTH,2025-04-02,2025-07-30,,ESP,
,"Erection of tap off to TDBFP, Aux PRDS and Deaerator",ERC,2025-07-01,2025-07-30,,ESP,PSWR
,HP welding and testing on Tap Off piping from CRH Pipe,OTH,2025-07-16,2025-08-14,,ESP,
,Erection of hangers,ERC,2025-05-02,2025-08-29,,ESP,PSWR
,MISC HP & LP PIPING WITH VALVES & SUPPORTS,ERC,2025-06-16,2025-12-12,,ESP,
,Hydro test of MS piping,ERC,2025-08-30,2025-09-05,,ESP,
,Insulation of MS and HPBP upstream piping,ERC,2025-09-06,2026-01-03,,ESP,
,Hydro test of HRH piping,ERC,2025-10-29,2025-11-04,,ESP,
,Insulation of HRH and LPBP piping,ERC,2025-11-05,2026-02-02,,ESP,
,Hydro test of CRH piping,ERC,2025-08-30,2025-09-05,,ESP,
,Insulation of CRH & HPBP downstream piping,ERC,2025-09-06,2025-12-04,,ESP,
,Electrical,OTH,2022-09-27,2026-05-07,,Electrical,
,"Rel of DGW for Service power Transformer, Aux Transformer, Misc. transformer",PE-RFC,2023-04-29,2024-02-22,,Electrical,
,Rel of DGW for ST,PE-RFC,2024-02-23,2024-02-23,,Electrical,
,Rel of DGW for ESP/FGD control room,PE-RFC,2023-04-15,2023-04-15,,Electrical,
,Civil,OTH,2023-05-16,2025-08-06,,Electrical,
,TRANSFORMER YARD,OTH,2024-02-23,2025-02-20,,Electrical,
,GENERATOR TRANSFORMER FOUNDATION,OTH,2024-02-23,2024-09-09,,Electrical,
,foundation readiness for Erection,ERC,2024-02-23,2024-06-21,,Electrical,PSWR
,Rail fixing & final stage casting,CIV,2024-06-22,2024-09-09,,Electrical,PSWR
,STATION TRANSFORMER FOUNDATION,OTH,2024-02-24,2024-08-21,,Electrical,
,foundation readiness correction,OTH,2024-02-24,2024-07-02,,Electrical,
,Rail fixing & final stage casting,CIV,2024-07-03,2024-08-21,,Electrical,PSWR
,Service power transformer,OTH,2024-08-25,2025-02-20,,Electrical,
,foundation readiness correction,OTH,2024-08-25,2025-01-01,,Electrical,
,Rail fixing & final stage casting,CIV,2025-01-02,2025-02-20,,Electrical,PSWR
,Unit Aux Transformer,OTH,2024-08-25,2025-02-20,,Electrical,
,foundation readiness correction,OTH,2024-08-25,2025-01-01,,Electrical,
,Rail fixing & final stage casting,CIV,2025-01-02,2025-02-20,,Electrical,PSWR
,Misc. Service Transformer,OTH,2024-08-25,2025-01-01,,Electrical,
,foundation readiness Misc.,OTH,2024-08-25,2025-01-01,,Electrical,
,UNIT TRANSFORMER FOUNDATION,OTH,2024-06-28,2024-12-24,,Electrical,
,foundation readiness Misc.,OTH,2024-06-28,2024-11-04,,ElectricalUNIT TRANSFORMER FOUNDATION,
,Rail fixing & final stage casting,CIV,2024-11-05,2024-12-24,,ElectricalUNIT TRANSFORMER FOUNDATION,PSWR
,STATION AUXILLARY TRANSFORMER FOUNDATION,OTH,2024-07-08,2025-01-03,,Electrical,
,foundation readiness Misc.,OTH,2024-07-08,2024-11-14,,Electrical,
,Rail fixing & final stage casting,CIV,2024-11-15,2025-01-03,,Electrical,PSWR
,"Fire Wall, Fencing, BPI , LA & other Misc. Works",OTH,2024-11-15,2025-02-12,,Electrical,
,SPBD Pedestals FOUNDATION,OTH,2025-01-02,2025-04-22,,Electrical,
,Excavation,CIV,2025-01-02,2025-01-21,,Electrical,PSWR
,RCC foundation,CIV,2025-01-12,2025-03-07,,Electrical,PSWR
,RCC pedestal,CIV,2025-02-16,2025-04-16,,Electrical,PSWR
,Backfilling & Finishing Work,CIV,2025-04-13,2025-04-22,,Electrical,PSWR
,MV SwitchGear Room,OTH,2025-03-16,2025-08-06,,Electrical,
,RCC in column encasing works,CIV,2025-03-16,2025-03-30,,Electrical,PSWR
,Brick Work & Plastering,CIV,2025-05-07,2025-06-20,,Electrical,PSWR
,Flooring,CIV,2025-06-21,2025-06-27,,Electrical,PSWR
,"Door ,Window- glass ,aluminium fixing works",OTH,2025-06-28,2025-07-22,,Electrical,
,Finishing works,CIV,2025-07-23,2025-08-06,,Electrical,PSWR
,LT SwitchGear Room,OTH,2025-01-15,2025-05-01,,Electrical,
, RCC in column encasing works,CIV,2025-01-15,2025-01-29,,Electrical,PSWR
, Brick Work & Plastering,CIV,2025-01-30,2025-03-15,,Electrical,PSWR
, Flooring,CIV,2025-03-16,2025-03-22,,Electrical,PSWR
," Door ,Window- glass ,aluminium fixing works",OTH,2025-03-23,2025-04-16,,Electrical,
, Finishing works,CIV,2025-04-17,2025-05-01,,Electrical,PSWR
,UPS & Battery Room,OTH,2024-12-16,2025-05-16,,Electrical,
,RCC in column encasing works,CIV,2024-12-16,2024-12-30,,Electrical,PSWR
,Brick Work & Plastering,CIV,2024-12-31,2025-02-13,,Electrical,PSWR
,Flooring,CIV,2025-02-14,2025-02-20,,Electrical,PSWR
,false ceiling & insulation works,OTH,2025-02-21,2025-04-06,,Electrical,
,"Door ,Window- glass ,aluminium fixing works",OTH,2025-04-07,2025-05-01,,Electrical,
,Finishing works,CIV,2025-05-02,2025-05-16,,Electrical,PSWR
,IPBD Pedestals FOUNDATION,OTH,2024-10-26,2025-02-22,,Electrical,
, Excavation,CIV,2024-10-26,2024-11-19,,Electrical,PSWR
, RCC foundation,CIV,2024-11-10,2025-01-03,,Electrical,PSWR
, RCC pedestal,CIV,2024-12-14,2025-02-16,,Electrical,PSWR
, Backfilling & Finishing Work,CIV,2025-02-13,2025-02-22,,Electrical,PSWR
,ESP/FGD Control Room,OTH,2023-05-16,2024-09-16,,Electrical,
,Up to Plinth Level,OTH,2023-05-16,2023-10-12,,Electrical,
,EXCAVATION,OTH,2023-05-16,2023-05-30,,Electrical,
,PCC,CIV,2023-05-31,2023-06-09,,Electrical,PSWR
,"Reinforcement cutting & Bending of Footings & columns (1st,2nd,3rd)",OTH,2023-06-10,2023-06-29,,Electrical,
,Footing Casting work,CIV,2023-06-30,2023-07-24,,Electrical,PSWR
,"Pedestal 1st,2nd, Final lift- Till Plinth Beam Level",OTH,2023-07-25,2023-09-17,,Electrical,
,Backfilling,CIV,2023-09-18,2023-09-27,,Electrical,
,Plinth Beam Concreting Work,OTH,2023-09-28,2023-10-12,,Electrical,
,up to First Floor,OTH,2023-10-03,2023-12-21,,Electrical,
,Fabrication of Column & Bracings,CIV,2023-10-03,2023-11-01,,Electrical,PSWR
,Erection of  Column & Bracings,CIV,2023-10-23,2023-11-06,,Electrical,PSWR
,Fabrication of First Floor Beams,OTH,2023-10-28,2023-11-26,,Electrical,
,Erection of  First Floor Beams,ERC,2023-11-17,2023-12-01,,Electrical,PSWR
,Slab Casting of First Floor,CIV,2023-12-02,2023-12-21,,Electrical,PSWR
,Up to 2nd Floor,OTH,2023-12-02,2024-01-25,,Electrical,
,Fabrication of Second Floor Beams,OTH,2023-12-02,2023-12-31,,Electrical,
,Erection of Second Floor Beams,ERC,2023-12-22,2024-01-05,,Electrical,PSWR
,Slab Casting of Second Floor,CIV,2024-01-06,2024-01-25,,Electrical,PSWR
,Up to Third Floor & Roof,OTH,2024-01-06,2024-04-09,,Electrical,
,Fabrication of Third Floor Beams,OTH,2024-01-06,2024-02-04,,Electrical,
,Erection of Third Floor Beams,ERC,2024-01-26,2024-02-09,,Electrical,PSWR
,Slab Casting of Third Floor,CIV,2024-02-10,2024-02-29,,Electrical,PSWR
,Parapet wall of Roof,OTH,2024-03-01,2024-03-10,,Electrical,
,Water Proofing of Roof,OTH,2024-03-11,2024-04-09,,Electrical,
,Brickwork,CIV,2024-01-11,2024-05-09,,Electrical,PSWR
,Plaster Exterior & Interior,OTH,2024-02-10,2024-06-08,,Electrical,
,Painting,OTH,2024-05-20,2024-07-18,,Electrical,
,Flooring,CIV,2024-06-19,2024-08-17,,Electrical,PSWR
,Finishing Works,CIV,2024-07-19,2024-09-16,,Electrical,PSWR
,Transformer Foundations & adjoining wall,CIV,2024-04-10,2024-05-09,,Electrical,PSWR
,Supply,OTH,2022-09-27,2025-12-17,,Electrical,
,JHS - 25 MVA Service Power Transformer,OTH,2023-04-05,2024-12-16,,Electrical,
,Engineering,ENG,2023-04-05,2023-10-31,,Electrical,
,Manufacturing & testing,MFG,2023-08-03,2024-11-16,,Electrical,
," Packing, Dispatch",DIS,2024-07-20,2024-12-16,,Electrical,
,JHS - 16 MVA Unit Aux Transformer,OTH,2023-04-05,2024-12-16,,Electrical,
,Engineering,ENG,2023-04-05,2023-10-31,,Electrical,
,Manufacturing & testing,MFG,2023-08-03,2024-11-16,,Electrical,
," Packing, Dispatch",DIS,2024-07-20,2024-12-16,,Electrical,
,JHS - 7.5  MVA Misc. Service Transformer,OTH,2022-09-27,2024-06-09,,Electrical,
,Engineering,ENG,2022-09-27,2023-04-24,,Electrical,
,Manufacturing & testing,MFG,2023-01-25,2024-05-10,,Electrical,
," Packing, Dispatch",DIS,2024-01-12,2024-06-09,,Electrical,
,JHS - UNIT TRANSFORMER,OTH,2023-07-04,2025-03-24,,Electrical,
,Engineering,ENG,2023-07-04,2024-01-29,,Electrical,
,Manufacturing & testing,MFG,2023-11-01,2024-10-25,,Electrical,
, Dispatch,DIS,2024-06-28,2024-12-24,,Electrical,
,RECEIPT,OTH,2024-09-26,2025-03-24,,Electrical,
,JHS - Dry Type Transformer (DTT),OTH,2023-08-03,2025-01-23,,Electrical,
,Engineering,ENG,2023-08-03,2024-01-29,,Electrical,
,Manufacturing & testing,MFG,2023-11-01,2024-08-26,,Electrical,
, Dispatch,DIS,2024-04-29,2024-10-25,,Electrical,
,RECEIPT,OTH,2024-07-28,2025-01-23,,Electrical,
,JHS - HVR,OTH,2023-10-02,2024-09-25,,Electrical,
,Engineering,ENG,2023-10-02,2024-03-29,,Electrical,
,Manufacturing & testing,MFG,2023-12-31,2024-08-26,,Electrical,
, Dispatch,DIS,2024-04-29,2024-08-26,,Electrical,
,RECEIPT,OTH,2024-05-29,2024-09-25,,Electrical,
,BPL - Generator Transformer,OTH,2023-03-11,2025-03-19,,Electrical,
,"Engineering, INDENTING AND PROCUREMENT ",ENG,2023-03-11,2024-02-13,,Electrical,BPL
,Manufacturing & TESTING ,MFG,2024-02-14,2025-01-18,,Electrical,BPL
, Dispatch ,DIS,2025-01-19,2025-02-17,,Electrical,BPL
,RECEIPT AT SITE ,OTH,2025-02-18,2025-03-19,,Electrical,BPL
,BPL - HT Switchgear,OTH,2024-09-25,2025-09-21,,Electrical,
,"Engineering, INDENTING AND PROCUREMENT ",ENG,2024-09-25,2025-04-24,,Electrical,BPL
,Manufacturing & TESTING ,MFG,2025-04-25,2025-07-23,,Electrical,BPL
, Dispatch ,DIS,2025-07-24,2025-08-22,,Electrical,BPL
,RECEIPT AT SITE ,OTH,2025-08-23,2025-09-21,,Electrical,BPL
,BPL - Station Transformer,OTH,2023-04-05,2024-12-16,,Electrical,
,Engineering,ENG,2023-04-05,2023-10-31,,Electrical,BPL
,Manufacturing & testing,MFG,2023-08-03,2024-11-16,,Electrical,BPL
," Packing, Dispatch",DIS,2024-07-20,2024-12-16,,Electrical,BPL
, BPL - GRP,OTH,2023-12-31,2025-08-16,,Electrical,
,"Engineering, INDENTING AND PROCUREMENT ",ENG,2023-12-31,2024-12-29,,Electrical,BPL
,Manufacturing & TESTING ,MFG,2024-12-30,2025-06-17,,Electrical,BPL
, Dispatch ,DIS,2025-06-18,2025-07-17,,Electrical,BPL
,RECEIPT AT SITE ,OTH,2025-07-18,2025-08-16,,Electrical,BPL
,RUDR - SPBD,OTH,2023-11-21,2025-07-07,,Electrical,
,Main Supply,OTH,2023-11-21,2025-07-07,,Electrical,
,Engineering & PROCUREMENT,ENG,2023-11-21,2024-11-19,,Electrical,
,Manufacturing,MFG,2024-10-21,2025-04-18,,Electrical,
,Dispatch,DIS,2025-02-18,2025-06-17,,Electrical,
,RECEIPT AT SITE,OTH,2025-03-10,2025-07-07,,Electrical,
,BOIs-SPBD,OTH,2023-11-21,2025-07-07,,Electrical,
,Engineering & PROCUREMENT,ENG,2023-11-21,2024-11-19,,Electrical,
,Manufacturing,MFG,2024-10-21,2025-04-18,,Electrical,
,Dispatch,DIS,2025-02-18,2025-06-17,,Electrical,
,RECEIPT AT SITE,OTH,2025-03-10,2025-07-07,,Electrical,
,RUDR - IPBD,OTH,2023-12-31,2025-08-26,,Electrical,
,Main Supply,OTH,2023-12-31,2025-08-16,,Electrical,
,Engineering & PROCUREMENT,ENG,2023-12-31,2024-12-29,,Electrical,
,Manufacturing,MFG,2024-11-30,2025-05-28,,Electrical,
,Dispatch,DIS,2025-03-30,2025-07-27,,Electrical,
,RECEIPT AT SITE,OTH,2025-04-19,2025-08-16,,Electrical,
,BOIs-IPBD,OTH,2024-01-10,2025-08-26,,Electrical,
,Engineering & PROCUREMENT,ENG,2024-01-10,2025-01-08,,Electrical,
,Manufacturing,MFG,2024-12-10,2025-06-07,,Electrical,
,Dispatch,DIS,2025-04-09,2025-08-06,,Electrical,
,RECEIPT AT SITE,OTH,2025-04-29,2025-08-26,,Electrical,
,SBU - LV Switchgear & L V Bus Duct,OTH,2023-08-23,2024-11-19,,Electrical,
,Engineering & PROCUREMENT,ENG,2023-08-23,2024-05-18,,Electrical,
,Manufacturing,MFG,2023-12-06,2024-10-15,,Electrical,
,Dispatch,DIS,2023-12-21,2024-10-30,,Electrical,
,RECEIPT AT SITE,OTH,2024-01-10,2024-11-19,,Electrical,
,BOI- PEM - DC BATTERY CHARGER ,OTH,2023-09-02,2024-11-04,,Electrical,
,Ordering,OTH,2023-09-02,2023-11-30,,Electrical,PEM
,Detailed Engineering,ENG,2023-12-01,2024-04-18,,Electrical,PEM
,Manufacturing,MFG,2024-04-19,2024-10-05,,Electrical,PEM
,Dispatch,DIS,2024-10-06,2024-11-04,,Electrical,PEM
,BOI-PEM - CABLE TRAYS & ACC. ,OTH,2023-08-23,2024-09-15,,Electrical,
,Ordering,OTH,2023-08-23,2023-11-20,,Electrical,PEM
,Detailed Engineering,ENG,2023-11-21,2024-04-18,,Electrical,PEM
,Manufacturing,MFG,2024-04-19,2024-08-16,,Electrical,PEM
,Dispatch,DIS,2024-08-17,2024-09-15,,Electrical,PEM
,"BOI-PEM - ABOVE GROUND EARTHING MATERIALS EXCEPT CHP, AHP & SWITCHYARD",OTH,2023-09-22,2024-09-15,,Electrical,
,Ordering,OTH,2023-09-22,2023-12-20,,Electrical,PEM
,Detailed Engineering,ENG,2023-12-21,2024-04-18,,Electrical,PEM
,Manufacturing,MFG,2024-04-19,2024-08-16,,Electrical,PEM
,Dispatch,DIS,2024-08-17,2024-09-15,,Electrical,PEM
,BOI-PEM - CABLE TERM.& JOINT KITS ,OTH,2023-09-22,2025-01-03,,Electrical,
,Ordering,OTH,2023-09-22,2023-12-20,,Electrical,PEM
,Detailed Engineering,ENG,2023-12-21,2024-04-18,,Electrical,PEM
,Manufacturing,MFG,2024-04-19,2024-12-04,,Electrical,PEM
,Dispatch,DIS,2024-12-05,2025-01-03,,Electrical,PEM
,BOI-PEM - TREFOIL CLAMPS ,OTH,2023-09-22,2025-01-03,,Electrical,
,Ordering,OTH,2023-09-22,2023-12-20,,Electrical,PEM
,Detailed Engineering,ENG,2023-12-21,2024-04-18,,Electrical,PEM
,Manufacturing,MFG,2024-04-19,2024-12-04,,Electrical,PEM
,Dispatch,DIS,2024-12-05,2025-01-03,,Electrical,PEM
,BOI- PEM - LT PVC CONTROL CABLE,OTH,2023-09-22,2025-01-03,,Electrical,
,Ordering,OTH,2023-09-22,2023-12-20,,Electrical,PEM
,Detailed Engineering,ENG,2023-12-21,2024-04-18,,Electrical,PEM
,Manufacturing,MFG,2024-04-19,2024-12-04,,Electrical,PEM
,Dispatch,DIS,2024-12-05,2025-01-03,,Electrical,PEM
,BOI-PEM - DC Lead Acid/Nicad Battery,OTH,2023-12-01,2024-11-24,,Electrical,
,Ordering,OTH,2023-12-01,2024-02-28,,Electrical,PEM
,Detailed Engineering,ENG,2024-02-29,2024-06-27,,Electrical,PEM
,Manufacturing,MFG,2024-06-28,2024-10-25,,Electrical,PEM
,Dispatch,DIS,2024-10-26,2024-11-24,,Electrical,PEM
,BOI-PEM - Electrical Lab (Calibration and diagnostics),OTH,2023-09-22,2025-01-03,,Electrical,
,Ordering,OTH,2023-09-22,2023-12-20,,Electrical,PEM
,Detailed Engineering,ENG,2023-12-21,2024-04-18,,Electrical,PEM
,Manufacturing,MFG,2024-04-19,2024-12-04,,Electrical,PEM
,Dispatch,DIS,2024-12-05,2025-01-03,,Electrical,PEM
,BOI-PEM - Electrical Lab (Metering and testing),OTH,2024-03-10,2025-08-01,,Electrical,
,Ordering,OTH,2024-03-10,2024-06-27,,Electrical,PEM
,Detailed Engineering,ENG,2024-06-28,2025-02-02,,Electrical,PEM
,Manufacturing,MFG,2025-02-03,2025-07-02,,Electrical,PEM
,Dispatch,DIS,2025-07-03,2025-08-01,,Electrical,PEM
,BOI-PEM - FIRE SEALING SYSTEM ,OTH,2024-10-24,2025-12-17,,Electrical,
,Ordering,OTH,2024-10-24,2025-01-21,,Electrical,PEM
,Detailed Engineering,ENG,2025-01-22,2025-06-20,,Electrical,PEM
,Manufacturing,MFG,2025-06-21,2025-11-17,,Electrical,PEM
,Dispatch,DIS,2025-11-18,2025-12-17,,Electrical,PEM
,BOI-PEM - CABLE TRAY SUPPORT SYSTEM - BOLTABLE,OTH,2023-11-01,2025-03-09,,Electrical,
,Ordering,OTH,2023-11-01,2024-01-29,,Electrical,PEM
,Detailed Engineering,ENG,2024-01-30,2024-06-27,,Electrical,PEM
,Manufacturing,MFG,2024-06-28,2025-02-07,,Electrical,PEM
,Dispatch,DIS,2025-02-08,2025-03-09,,Electrical,PEM
